epoch,lr,train_loss,val_loss,train_rocauc,val_rocauc,time
0.728395,0.001000,0.219814,,0.819904,0.781671,0:26:31
0.747599,0.001000,0.223765,,0.828104,0.858054,0:27:03
0.766804,0.001000,0.228877,,0.833177,0.837828,0:27:33
0.786008,0.001000,0.234721,,0.837778,0.792345,0:28:02
0.805213,0.001000,0.240296,,0.842143,0.818465,0:28:31
0.824417,0.001000,0.245844,,0.843937,0.806308,0:29:00
0.843621,0.001000,0.250728,,0.846194,0.846965,0:29:28
0.862826,0.001000,0.255792,,0.849681,0.804735,0:29:56
0.882030,0.001000,0.260722,,0.850685,0.831764,0:30:24
0.901235,0.001000,0.265455,,0.852030,0.763481,0:30:51
0.920439,0.001000,0.269191,,0.854129,0.713953,0:31:22
0.939643,0.001000,0.273480,,0.855128,0.816054,0:31:53
0.958848,0.001000,0.276593,,0.856522,0.823421,0:32:16
0.978052,0.001000,0.279272,,0.856599,0.877342,0:32:34
0.997257,0.001000,0.279490,,0.856702,0.868250,0:32:53
1.017833,0.000820,0.242643,,0.855804,0.840496,0:33:33
1.037037,0.000820,0.232828,,0.863935,0.851379,0:33:51
1.056241,0.000820,0.219115,,0.870858,0.858245,0:34:09
1.075446,0.000820,0.209258,,0.864378,0.864051,0:34:27
1.094650,0.000820,0.209316,,0.851445,0.884926,0:34:45
1.113855,0.000820,0.204514,,0.849833,0.873270,0:35:03
1.133059,0.000820,0.204194,,0.839408,0.874629,0:35:21
1.152263,0.000820,0.199153,,0.836433,0.864259,0:35:39
1.171468,0.000820,0.194855,,0.835420,0.878006,0:35:56
1.190672,0.000820,0.191023,,0.838685,0.867371,0:36:14
1.209877,0.000820,0.187325,,0.843020,0.855880,0:36:34
1.229081,0.000820,0.185240,,0.841817,0.877318,0:36:53
1.248285,0.000820,0.185095,,0.840241,0.884674,0:37:12
1.267490,0.000820,0.183678,,0.833476,0.881201,0:37:30
1.286694,0.000820,0.183329,,0.830572,0.875667,0:37:48
1.305898,0.000820,0.182736,,0.829941,0.865823,0:38:06
1.325103,0.000820,0.181484,,0.829277,0.875947,0:38:23
1.344307,0.000820,0.180829,,0.827806,0.881644,0:38:41
1.363512,0.000820,0.180057,,0.827279,0.883751,0:38:59
1.382716,0.000820,0.179982,,0.827334,0.874945,0:39:19
1.401920,0.000820,0.179913,,0.828843,0.874001,0:39:38
1.421125,0.000820,0.178545,,0.830973,0.873839,0:39:55
1.440329,0.000820,0.178548,,0.828959,0.874903,0:40:14
1.459534,0.000820,0.178841,,0.827337,0.886860,0:40:32
1.478738,0.000820,0.179219,,0.828013,0.898002,0:40:51
1.497942,0.000820,0.178810,,0.827399,0.865719,0:41:09
1.517147,0.000820,0.178244,,0.826582,0.816501,0:41:28
1.536351,0.000820,0.178980,,0.829455,0.896112,0:41:46
1.555556,0.000820,0.182064,,0.835809,0.884805,0:42:05
1.574760,0.000820,0.188077,,0.843997,0.900729,0:42:24
1.593964,0.000820,0.193556,,0.851925,0.869735,0:48:36
1.613169,0.000820,0.198086,,0.856744,0.901816,0:48:50
1.632373,0.000820,0.201667,,0.860523,0.849622,0:49:14
1.651578,0.000820,0.204535,,0.860642,0.881881,0:49:27
1.670782,0.000820,0.207487,,0.863035,0.884166,0:49:41
1.689986,0.000820,0.209605,,0.864763,0.859999,0:49:59
1.709191,0.000820,0.212114,,0.863873,0.736078,0:50:18
1.728395,0.000820,0.215558,,0.867440,0.770776,0:50:36
1.747599,0.000820,0.219528,,0.870274,0.863209,0:50:55
1.766804,0.000820,0.224573,,0.873433,0.868017,0:51:13
1.786008,0.000820,0.229921,,0.876270,0.889606,0:51:32
1.805213,0.000820,0.234735,,0.877835,0.850041,0:51:50
1.824417,0.000820,0.239210,,0.879195,0.865388,0:52:11
1.843621,0.000820,0.243864,,0.881447,0.820413,0:52:30
1.862826,0.000820,0.248694,,0.882349,0.860563,0:52:48
1.882030,0.000820,0.252957,,0.882920,0.866430,0:53:06
1.901235,0.000820,0.256225,,0.884157,0.870657,0:53:25
1.920439,0.000820,0.259818,,0.884292,0.844198,0:53:44
1.939643,0.000820,0.263107,,0.884785,0.819959,0:54:03
1.958848,0.000820,0.266356,,0.884846,0.844970,0:54:22
1.978052,0.000820,0.268125,,0.884772,0.869106,0:54:41
1.997257,0.000820,0.269114,,0.884921,0.885359,0:55:00
2.017833,0.000676,0.243836,,0.910840,0.887762,0:55:24
2.037037,0.000676,0.239505,,0.912674,0.892477,0:55:38
2.056241,0.000676,0.231181,,0.907056,0.892879,0:55:55
2.075446,0.000676,0.218842,,0.905440,0.887386,0:56:18
2.094650,0.000676,0.206510,,0.907948,0.876180,0:56:37
2.113855,0.000676,0.206691,,0.886302,0.895060,0:56:57
2.133059,0.000676,0.201700,,0.884732,0.891704,0:57:15
2.152263,0.000676,0.200363,,0.877010,0.892315,0:57:34
2.171468,0.000676,0.197736,,0.877052,0.904541,0:57:52
2.190672,0.000676,0.194074,,0.881958,0.909099,0:58:16
2.209877,0.000676,0.191019,,0.883117,0.908347,0:58:40
2.229081,0.000676,0.186866,,0.885873,0.905336,0:58:54
2.248285,0.000676,0.183810,,0.886589,0.904528,0:59:08
2.267490,0.000676,0.184180,,0.877243,0.903112,0:59:27
2.286694,0.000676,0.182884,,0.874063,0.903152,0:59:45
2.305898,0.000676,0.182139,,0.872599,0.908860,1:00:04
2.325103,0.000676,0.179835,,0.873389,0.909363,1:00:23
2.344307,0.000676,0.179142,,0.869985,0.905223,1:00:46
2.363512,0.000676,0.177884,,0.868956,0.904171,1:01:00
2.382716,0.000676,0.178760,,0.866811,0.898559,1:01:19
2.401920,0.000676,0.177893,,0.866579,0.892495,1:01:37
2.421125,0.000676,0.177847,,0.865829,0.897593,1:01:56
2.440329,0.000676,0.177980,,0.861865,0.902032,1:02:17
2.459534,0.000676,0.178398,,0.862426,0.906232,1:02:38
2.478738,0.000676,0.178179,,0.863415,0.904434,1:02:57
2.497942,0.000676,0.177139,,0.864942,0.903432,1:03:16
2.517147,0.000676,0.176770,,0.864430,0.902519,1:03:34
2.536351,0.000676,0.177618,,0.864622,0.908217,1:03:53
2.555556,0.000676,0.180305,,0.870302,0.904874,1:04:11
2.574760,0.000676,0.185521,,0.878350,0.879302,1:04:30
2.593964,0.000676,0.191069,,0.883377,0.900501,1:04:48
2.613169,0.000676,0.195255,,0.886499,0.885166,1:05:07
2.632373,0.000676,0.198161,,0.888761,0.877986,1:05:26
2.651578,0.000676,0.200993,,0.889900,0.890917,1:05:45
2.670782,0.000676,0.203710,,0.889314,0.876432,1:06:04
2.689986,0.000676,0.205515,,0.889941,0.899176,1:06:23
2.709191,0.000676,0.207402,,0.890056,0.901105,1:06:42
2.728395,0.000676,0.210043,,0.891409,0.879511,1:07:01
2.747599,0.000676,0.213928,,0.893158,0.895047,1:07:23
2.766804,0.000676,0.218214,,0.894791,0.877573,1:07:42
2.786008,0.000676,0.223328,,0.895647,0.866032,1:08:00
2.805213,0.000676,0.228086,,0.895857,0.855067,1:08:19
2.824417,0.000676,0.232055,,0.897503,0.857728,1:08:37
2.843621,0.000676,0.236316,,0.898796,0.867560,1:08:55
2.862826,0.000676,0.240239,,0.899806,0.864120,1:09:14
2.882030,0.000676,0.243888,,0.900519,0.890003,1:09:32
2.901235,0.000676,0.247450,,0.901368,0.884945,1:09:51
2.920439,0.000676,0.251275,,0.901637,0.884908,1:10:10
2.939643,0.000676,0.254118,,0.901570,0.888443,1:10:29
2.958848,0.000676,0.257228,,0.901401,0.874260,1:10:48
2.978052,0.000676,0.259028,,0.900781,0.885373,1:11:06
2.997257,0.000676,0.259266,,0.900969,0.885547,1:11:25
3.017833,0.000561,0.248703,,0.905997,0.891515,1:11:49
3.037037,0.000561,0.234620,,0.900312,0.895131,1:12:03
3.056241,0.000561,0.224911,,0.897649,0.893961,1:12:20
3.075446,0.000561,0.214779,,0.898660,0.892552,1:12:39
3.094650,0.000561,0.211547,,0.898391,0.902399,1:12:58
3.113855,0.000561,0.204815,,0.895757,0.904176,1:13:16
3.133059,0.000561,0.199569,,0.895875,0.908115,1:13:34
3.152263,0.000561,0.195096,,0.894781,0.905891,1:13:53
3.171468,0.000561,0.193577,,0.890164,0.910631,1:14:12
3.190672,0.000561,0.189724,,0.893457,0.910836,1:14:36
3.209877,0.000561,0.189729,,0.891733,0.913453,1:15:00
3.229081,0.000561,0.188250,,0.890901,0.912854,1:15:23
3.248285,0.000561,0.185741,,0.891690,0.908069,1:15:37
3.267490,0.000561,0.184531,,0.892872,0.910672,1:15:51
3.286694,0.000561,0.182810,,0.891680,0.908924,1:16:05
3.305898,0.000561,0.180281,,0.893709,0.903809,1:16:24
3.325103,0.000561,0.178420,,0.893594,0.905279,1:16:42
3.344307,0.000561,0.178350,,0.889155,0.906292,1:17:00
3.363512,0.000561,0.178551,,0.886516,0.906819,1:17:19
3.382716,0.000561,0.178445,,0.884994,0.907299,1:17:37
3.401920,0.000561,0.177492,,0.883949,0.903908,1:17:56
3.421125,0.000561,0.177961,,0.877775,0.908683,1:18:15
3.440329,0.000561,0.177231,,0.875300,0.905452,1:18:34
3.459534,0.000561,0.176735,,0.876184,0.908770,1:18:53
3.478738,0.000561,0.176181,,0.878316,0.911169,1:19:12
3.497942,0.000561,0.175694,,0.877952,0.908736,1:19:30
3.517147,0.000561,0.175045,,0.876161,0.906631,1:19:49
3.536351,0.000561,0.175915,,0.876421,0.910015,1:20:08
3.555556,0.000561,0.178943,,0.881152,0.909028,1:20:27
3.574760,0.000561,0.183675,,0.889599,0.912682,1:20:46
3.593964,0.000561,0.189062,,0.891588,0.889474,1:21:04
3.613169,0.000561,0.193173,,0.893326,0.909654,1:21:22
3.632373,0.000561,0.196840,,0.895084,0.899532,1:21:41
3.651578,0.000561,0.199575,,0.896512,0.899594,1:21:59
3.670782,0.000561,0.201631,,0.897417,0.876786,1:22:18
3.689986,0.000561,0.202845,,0.897843,0.895495,1:22:36
3.709191,0.000561,0.204466,,0.898015,0.903346,1:22:54
3.728395,0.000561,0.206233,,0.899190,0.887224,1:23:12
3.747599,0.000561,0.209555,,0.901279,0.888674,1:23:30
3.766804,0.000561,0.214024,,0.902862,0.896329,1:23:49
3.786008,0.000561,0.218424,,0.904930,0.905172,1:24:06
3.805213,0.000561,0.223215,,0.905994,0.903451,1:24:25
3.824417,0.000561,0.227266,,0.906268,0.896433,1:24:44
3.843621,0.000561,0.231539,,0.907771,0.903187,1:25:03
3.862826,0.000561,0.235266,,0.908090,0.899374,1:25:24
3.882030,0.000561,0.239278,,0.909264,0.883612,1:25:43
3.901235,0.000561,0.242620,,0.910628,0.853517,1:26:01
3.920439,0.000561,0.245169,,0.910529,0.884113,1:26:19
3.939643,0.000561,0.248519,,0.909831,0.879326,1:26:37
3.958848,0.000561,0.251040,,0.910158,0.894826,1:26:55
3.978052,0.000561,0.252610,,0.910656,0.898827,1:27:14
3.997257,0.000561,0.253122,,0.910569,0.908941,1:27:33
4.017833,0.000469,0.241706,,0.908096,0.906261,1:27:57
4.037037,0.000469,0.234803,,0.907508,0.908741,1:28:11
4.056241,0.000469,0.218178,,0.913787,0.898620,1:28:28
4.075446,0.000469,0.209746,,0.908835,0.905675,1:28:46
4.094650,0.000469,0.203949,,0.904959,0.913600,1:29:04
4.113855,0.000469,0.201311,,0.903302,0.918616,1:29:28
4.133059,0.000469,0.196823,,0.901644,0.917621,1:29:52
4.152263,0.000469,0.195434,,0.899074,0.918456,1:30:06
4.171468,0.000469,0.193001,,0.898343,0.917348,1:30:20
4.190672,0.000469,0.189355,,0.899853,0.912378,1:30:38
4.209877,0.000469,0.186986,,0.897383,0.911531,1:30:57
4.229081,0.000469,0.184199,,0.899396,0.912413,1:31:15
4.248285,0.000469,0.182103,,0.896153,0.911119,1:31:33
4.267490,0.000469,0.180127,,0.895767,0.910319,1:31:51
4.286694,0.000469,0.178727,,0.896261,0.909896,1:32:09
4.305898,0.000469,0.178540,,0.893279,0.909909,1:32:26
4.325103,0.000469,0.177224,,0.890533,0.908910,1:32:46
4.344307,0.000469,0.175941,,0.892255,0.910827,1:33:05
4.363512,0.000469,0.175404,,0.891145,0.908747,1:33:23
4.382716,0.000469,0.175433,,0.889636,0.914308,1:33:41
4.401920,0.000469,0.175099,,0.891578,0.914209,1:33:59
4.421125,0.000469,0.174515,,0.888629,0.909902,1:34:17
4.440329,0.000469,0.174540,,0.887709,0.908018,1:34:35
4.459534,0.000469,0.174813,,0.885126,0.913472,1:34:53
4.478738,0.000469,0.174224,,0.884919,0.913978,1:35:12
4.497942,0.000469,0.173564,,0.885032,0.910857,1:35:37
4.517147,0.000469,0.173062,,0.884386,0.908734,1:35:57
4.536351,0.000469,0.173485,,0.883988,0.912619,1:36:15
4.555556,0.000469,0.176566,,0.889141,0.908553,1:36:34
4.574760,0.000469,0.181635,,0.894983,0.904818,1:36:54
4.593964,0.000469,0.186465,,0.898952,0.893967,1:37:12
4.613169,0.000469,0.189821,,0.901075,0.887508,1:37:30
4.632373,0.000469,0.193332,,0.901870,0.883876,1:37:48
4.651578,0.000469,0.195881,,0.902736,0.835254,1:38:06
4.670782,0.000469,0.198371,,0.903337,0.854312,1:38:24
4.689986,0.000469,0.200356,,0.904735,0.882292,1:38:42
4.709191,0.000469,0.201655,,0.905433,0.884818,1:39:00
4.728395,0.000469,0.203462,,0.906326,0.852971,1:39:17
4.747599,0.000469,0.206505,,0.907548,0.852426,1:39:36
4.766804,0.000469,0.209606,,0.909456,0.858971,1:39:54
4.786008,0.000469,0.213982,,0.911218,0.877129,1:40:12
4.805213,0.000469,0.217871,,0.912746,0.890561,1:40:30
4.824417,0.000469,0.221768,,0.914070,0.881379,1:40:49
4.843621,0.000469,0.225170,,0.914675,0.892328,1:41:10
4.862826,0.000469,0.228824,,0.915128,0.902083,1:41:28
4.882030,0.000469,0.233047,,0.915846,0.899487,1:41:46
4.901235,0.000469,0.235654,,0.916695,0.902420,1:42:04
4.920439,0.000469,0.238402,,0.917508,0.888290,1:42:22
4.939643,0.000469,0.241667,,0.917259,0.899423,1:42:40
4.958848,0.000469,0.243999,,0.917434,0.899941,1:42:58
4.978052,0.000469,0.246452,,0.916960,0.901332,1:43:16
4.997257,0.000469,0.247310,,0.917105,0.912744,1:43:34
5.017833,0.000395,0.221024,,0.950072,0.913511,1:43:58
5.037037,0.000395,0.218418,,0.930111,0.914478,1:44:11
5.056241,0.000395,0.210449,,0.924553,0.913288,1:44:29
5.075446,0.000395,0.204362,,0.912989,0.909700,1:44:48
5.094650,0.000395,0.198596,,0.911499,0.909428,1:45:05
5.113855,0.000395,0.197297,,0.899422,0.914089,1:45:23
5.133059,0.000395,0.193286,,0.897715,0.914291,1:45:41
5.152263,0.000395,0.189936,,0.897735,0.915662,1:45:59
5.171468,0.000395,0.186882,,0.898910,0.919475,1:46:18
5.190672,0.000395,0.185740,,0.896705,0.913913,1:46:41
5.209877,0.000395,0.183641,,0.895245,0.914965,1:46:55
5.229081,0.000395,0.181431,,0.892882,0.915521,1:47:11
5.248285,0.000395,0.179470,,0.890350,0.916695,1:47:29
5.267490,0.000395,0.178776,,0.887415,0.917389,1:47:47
5.286694,0.000395,0.177680,,0.886735,0.916775,1:48:04
5.305898,0.000395,0.175330,,0.889096,0.916584,1:48:22
5.325103,0.000395,0.174116,,0.889581,0.914358,1:48:40
5.344307,0.000395,0.174464,,0.889484,0.916657,1:48:58
5.363512,0.000395,0.174048,,0.889164,0.911477,1:49:16
5.382716,0.000395,0.174507,,0.888323,0.909078,1:49:34
5.401920,0.000395,0.173431,,0.888922,0.913872,1:49:52
5.421125,0.000395,0.172681,,0.886436,0.910946,1:50:11
5.440329,0.000395,0.172664,,0.887049,0.909824,1:50:29
5.459534,0.000395,0.172312,,0.885542,0.907708,1:50:46
5.478738,0.000395,0.172626,,0.883550,0.910900,1:51:04
5.497942,0.000395,0.172178,,0.883149,0.907841,1:51:22
5.517147,0.000395,0.171981,,0.884166,0.906085,1:51:41
5.536351,0.000395,0.171893,,0.885791,0.908751,1:52:00
5.555556,0.000395,0.174472,,0.889563,0.917359,1:52:19
5.574760,0.000395,0.178599,,0.895996,0.912196,1:52:37
5.593964,0.000395,0.182833,,0.901507,0.903992,1:52:55
5.613169,0.000395,0.187206,,0.903909,0.904928,1:53:13
5.632373,0.000395,0.189787,,0.904959,0.906293,1:53:31
5.651578,0.000395,0.193323,,0.905852,0.910755,1:53:49
5.670782,0.000395,0.195201,,0.907455,0.900079,1:54:07
5.689986,0.000395,0.197196,,0.907992,0.888465,1:54:26
5.709191,0.000395,0.198405,,0.909662,0.884809,1:54:44
5.728395,0.000395,0.199953,,0.910775,0.885450,1:55:01
5.747599,0.000395,0.203033,,0.912806,0.902188,1:55:19
5.766804,0.000395,0.206466,,0.915074,0.884736,1:55:37
5.786008,0.000395,0.210757,,0.917359,0.867774,1:55:54
5.805213,0.000395,0.214110,,0.918350,0.823435,1:56:13
5.824417,0.000395,0.217530,,0.919883,0.869037,1:56:31
5.843621,0.000395,0.221185,,0.920805,0.871053,1:56:49
5.862826,0.000395,0.224395,,0.922533,0.856983,1:57:08
5.882030,0.000395,0.228126,,0.922852,0.881584,1:57:26
5.901235,0.000395,0.230703,,0.923903,0.865269,1:57:44
5.920439,0.000395,0.233418,,0.924019,0.856214,1:58:03
5.939643,0.000395,0.235633,,0.924074,0.858231,1:58:22
5.958848,0.000395,0.237678,,0.924953,0.883242,1:58:42
5.978052,0.000395,0.239604,,0.925282,0.896561,1:59:01
5.997257,0.000395,0.240048,,0.925386,0.900871,1:59:20
6.017833,0.000336,0.232350,,0.889664,0.904539,1:59:44
6.037037,0.000336,0.222040,,0.904574,0.910891,1:59:58
6.056241,0.000336,0.214962,,0.909564,0.912663,2:00:14
6.075446,0.000336,0.202649,,0.920552,0.914625,2:00:32
6.094650,0.000336,0.197688,,0.917887,0.917382,2:00:50
6.113855,0.000336,0.191837,,0.917460,0.915912,2:01:07
6.133059,0.000336,0.189530,,0.911493,0.910182,2:01:25
6.152263,0.000336,0.186079,,0.907689,0.894659,2:01:43
6.171468,0.000336,0.185283,,0.900561,0.904867,2:02:01
6.190672,0.000336,0.182856,,0.899302,0.907872,2:02:19
6.209877,0.000336,0.179530,,0.899387,0.904785,2:02:37
6.229081,0.000336,0.179596,,0.896643,0.915800,2:02:56
6.248285,0.000336,0.177935,,0.894383,0.916529,2:03:14
6.267490,0.000336,0.176398,,0.895151,0.913477,2:03:31
6.286694,0.000336,0.175639,,0.894342,0.912542,2:03:49
6.305898,0.000336,0.174341,,0.892075,0.914497,2:04:07
6.325103,0.000336,0.173196,,0.893772,0.913371,2:04:24
6.344307,0.000336,0.172616,,0.893343,0.911795,2:04:42
6.363512,0.000336,0.172067,,0.892966,0.907822,2:05:00
6.382716,0.000336,0.171811,,0.893436,0.907458,2:05:18
6.401920,0.000336,0.172165,,0.891844,0.896631,2:05:35
6.421125,0.000336,0.172103,,0.890586,0.905871,2:05:52
6.440329,0.000336,0.171921,,0.889809,0.912452,2:06:10
6.459534,0.000336,0.172159,,0.887815,0.916800,2:06:28
6.478738,0.000336,0.171356,,0.886791,0.915390,2:06:46
6.497942,0.000336,0.171139,,0.886087,0.914678,2:07:04
6.517147,0.000336,0.170914,,0.886936,0.917569,2:07:22
6.536351,0.000336,0.170750,,0.887393,0.909980,2:07:39
6.555556,0.000336,0.173007,,0.891936,0.917427,2:07:56
6.574760,0.000336,0.176554,,0.898765,0.916224,2:08:14
6.593964,0.000336,0.180455,,0.904139,0.906413,2:08:31
6.613169,0.000336,0.184091,,0.908050,0.912880,2:08:48
6.632373,0.000336,0.186426,,0.910766,0.905715,2:09:05
6.651578,0.000336,0.189777,,0.910772,0.899250,2:09:23
6.670782,0.000336,0.191641,,0.911447,0.870231,2:09:41
6.689986,0.000336,0.193501,,0.912898,0.888942,2:09:57
6.709191,0.000336,0.194884,,0.914570,0.886744,2:10:15
6.728395,0.000336,0.196813,,0.916167,0.888965,2:10:33
6.747599,0.000336,0.199172,,0.918344,0.902310,2:10:50
6.766804,0.000336,0.202630,,0.920166,0.901691,2:11:07
6.786008,0.000336,0.205886,,0.921839,0.891004,2:11:25
6.805213,0.000336,0.209521,,0.923795,0.872859,2:11:43
6.824417,0.000336,0.213023,,0.925883,0.879039,2:12:02
6.843621,0.000336,0.216082,,0.928118,0.872836,2:12:20
6.862826,0.000336,0.219309,,0.928115,0.876151,2:12:38
6.882030,0.000336,0.221920,,0.929326,0.865641,2:12:56
6.901235,0.000336,0.224498,,0.929666,0.872616,2:13:15
6.920439,0.000336,0.227160,,0.930177,0.874537,2:13:32
6.939643,0.000336,0.229492,,0.930757,0.882519,2:13:49
6.958848,0.000336,0.231429,,0.931274,0.880180,2:14:06
6.978052,0.000336,0.232706,,0.931725,0.887270,2:14:23
6.997257,0.000336,0.233665,,0.931059,0.909436,2:14:41
7.017833,0.000289,0.240555,,0.934275,0.908548,2:15:05
7.037037,0.000289,0.226843,,0.934004,0.909505,2:15:18
7.056241,0.000289,0.214517,,0.934980,0.908820,2:15:34
7.075446,0.000289,0.205247,,0.932127,0.911282,2:15:53
7.094650,0.000289,0.196112,,0.934208,0.912883,2:16:12
7.113855,0.000289,0.193095,,0.932229,0.914433,2:16:30
7.133059,0.000289,0.188023,,0.930713,0.912214,2:16:49
7.152263,0.000289,0.187094,,0.925577,0.915893,2:17:07
7.171468,0.000289,0.184698,,0.924617,0.916786,2:17:25
7.190672,0.000289,0.183532,,0.918970,0.912704,2:17:43
7.209877,0.000289,0.180080,,0.919591,0.908047,2:18:01
7.229081,0.000289,0.178451,,0.920241,0.909484,2:18:20
7.248285,0.000289,0.176298,,0.918728,0.907073,2:18:38
7.267490,0.000289,0.173896,,0.920202,0.905728,2:18:56
7.286694,0.000289,0.174735,,0.916064,0.913318,2:19:15
7.305898,0.000289,0.174467,,0.913658,0.913996,2:19:33
7.325103,0.000289,0.172064,,0.914295,0.902854,2:19:52
7.344307,0.000289,0.171374,,0.912446,0.906333,2:20:10
7.363512,0.000289,0.171008,,0.911616,0.911190,2:20:29
7.382716,0.000289,0.170877,,0.910456,0.906012,2:20:47
7.401920,0.000289,0.170427,,0.909929,0.904865,2:21:05
7.421125,0.000289,0.170006,,0.909015,0.899865,2:21:23
7.440329,0.000289,0.170340,,0.908987,0.911955,2:21:41
7.459534,0.000289,0.170081,,0.908562,0.911232,2:22:00
7.478738,0.000289,0.170304,,0.906268,0.912517,2:22:18
7.497942,0.000289,0.170217,,0.906218,0.911519,2:22:36
7.517147,0.000289,0.169862,,0.903349,0.915689,2:22:54
7.536351,0.000289,0.169878,,0.902382,0.917462,2:23:12
7.555556,0.000289,0.171873,,0.905506,0.922229,2:23:31
7.574760,0.000289,0.175448,,0.909220,0.918078,2:23:55
7.593964,0.000289,0.180476,,0.913288,0.914655,2:24:08
7.613169,0.000289,0.184450,,0.916247,0.922976,2:24:25
7.632373,0.000289,0.186731,,0.918518,0.921994,2:24:49
7.651578,0.000289,0.189384,,0.918564,0.918629,2:25:03
7.670782,0.000289,0.191621,,0.919078,0.919712,2:25:20
7.689986,0.000289,0.193141,,0.919755,0.913949,2:25:39
7.709191,0.000289,0.194199,,0.920265,0.907796,2:25:57
7.728395,0.000289,0.195630,,0.922562,0.901048,2:26:15
7.747599,0.000289,0.198067,,0.923969,0.903198,2:26:33
7.766804,0.000289,0.200435,,0.925804,0.893557,2:26:50
7.786008,0.000289,0.203966,,0.927041,0.900532,2:27:08
7.805213,0.000289,0.206999,,0.929640,0.898631,2:27:26
7.824417,0.000289,0.209875,,0.930389,0.900717,2:27:43
7.843621,0.000289,0.213051,,0.932190,0.899110,2:28:00
7.862826,0.000289,0.216089,,0.933355,0.899505,2:28:18
7.882030,0.000289,0.218901,,0.933775,0.888445,2:28:36
7.901235,0.000289,0.221257,,0.934893,0.871710,2:28:53
7.920439,0.000289,0.223442,,0.935262,0.865507,2:29:10
7.939643,0.000289,0.225472,,0.935571,0.889410,2:29:28
7.958848,0.000289,0.227780,,0.935710,0.886337,2:29:46
7.978052,0.000289,0.229658,,0.936111,0.854735,2:30:04
7.997257,0.000289,0.230673,,0.935684,0.911500,2:30:21
8.017833,0.000251,0.223748,,0.936581,0.916818,2:30:46
8.037037,0.000251,0.211156,,0.925638,0.920189,2:31:00
8.056241,0.000251,0.203245,,0.929008,0.917058,2:31:15
8.075446,0.000251,0.197053,,0.928342,0.918696,2:31:33
8.094650,0.000251,0.191766,,0.931676,0.922071,2:31:51
8.113855,0.000251,0.190354,,0.926778,0.923103,2:32:09
8.133059,0.000251,0.189552,,0.923102,0.923164,2:32:33
8.152263,0.000251,0.185951,,0.919855,0.921732,2:32:58
8.171468,0.000251,0.184666,,0.918926,0.921170,2:33:12
8.190672,0.000251,0.182392,,0.919365,0.919976,2:33:26
8.209877,0.000251,0.179772,,0.919253,0.920078,2:33:40
8.229081,0.000251,0.177561,,0.920846,0.918670,2:33:58
8.248285,0.000251,0.175553,,0.922111,0.917615,2:34:16
8.267490,0.000251,0.174005,,0.920348,0.916809,2:34:33
8.286694,0.000251,0.173679,,0.917326,0.919846,2:34:51
8.305898,0.000251,0.172091,,0.917526,0.919157,2:35:08
8.325103,0.000251,0.171116,,0.915884,0.918833,2:35:26
8.344307,0.000251,0.170224,,0.915182,0.918221,2:35:44
8.363512,0.000251,0.169394,,0.915302,0.916423,2:36:01
